ASJP_NAME,AUTHOR,YEAR,TITLE_ETC,LIST_MADE_BY
LIBOBI_3,"Donzo Bunza, Jean-Pierre",2015,"Langues bantoues de l’entre Congo-Ubangi (RD Congo): Documentation, reconstruction, classification et contacts avec les langues oubanguiennes. Bruxelles - Gent: Université Libre de Bruxelles - Faculty of  Arts and Philosophy.",SW/GS
LIBON,"McFarland, Curtis Daniel",1974,"The dialects of the Bikol area. Ph.D. dissertation, Yale University.",AKW
LIFONGA,"Mangulu, Motingea",1996,Etude comparative des langues ngiri de l'entre Ubangi-Zaire. Leiden: Research School CNWS.,AKW
LIFONGA_2,"Motingea Mangulu, André",1996,"Étude comparative des langues ngiri de l’entre Ubangi-Zaire. Leiden: Research School of Asian, African and Amerindian Studies (CNWS), State University of Leiden.",SW/GS
LIFONGA_3,"Donzo Bunza, Jean-Pierre",2015,"Langues bantoues de l’entre Congo-Ubangi (RD Congo): Documentation, reconstruction, classification et contacts avec les langues oubanguiennes. Bruxelles - Gent: Université Libre de Bruxelles - Faculty of  Arts and Philosophy.",SW/GS
LIGBI,"Persson, Andrew M. and Janet R. Persson",1980,"Ligbi. In Kropp Dakubu, M. E. (ed.), West African language data sheets, vol. 2.  Leiden: West African Linguistic Society and African Studies Centre.",VV
LIGURIAN_GENOESE,GLD,2015,"Parodi, Piero – Ligurian GenoeseQuestionnaire.  ",DA
LIGURIAN_RAPALLO,GLD,2015,"Fasce, Maurizio – Ligurian Rapallo Questionnaire.",DA
LIGURIAN_STELLA,GLD,2015,"Piccone, Antonello – Ligurian Stella Questionnaire.",DA
LIKOKA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LIKPE,"Allan, Edward Jay",1980,"Likpe. In Kropp Dakubu, M. E. (ed.), West African language data sheets, vol. 2.  Leiden: West African Linguistic Society and African Studies Centre.",VV
LIKUM,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
LIKWALA,"Pe?riquet, L.",1915,Linguistique (Rapport ge?ne?ral sur la mission de de?limitation Afrique-E?quatoriale Française-Cameroun (1912-1913-1914) III). Paris: Imprime?rie Nationale.,TVV
LILAU,"Capell, Arthur",1951-1952,"Languages of Bogia District, New Guinea. Oceania 22. 130-147, 178-207, 317-317.",JB
LILIKO,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LILLOOET,"Eijk, Jan van and Henry Davis",n.d.,[Data supplied by Jan van Eijk and Henry Davis.],CB/DB
LIMASSA,"Bruel, Georges","1910, 1911","Les populations de la Moyenne Sanga. Revue d'ethnographie et de sociologie 1, 2. 3-32, 111-125.",JB
LIMBU,"Weidert, Alfons and Bikram Subba",1985,Concise Limbu grammar and dictionary. Amsterdam: Lobster Publications.,AM
LIMBUM,"Fiore, Lynne E. and Patricia M. Peck",1980,"Limbum. In Kropp Dakubu, M. E. (ed.), West African language data sheets, vol. 2.  Leiden: West African Linguistic Society and African Studies Centre.",VV
LIMBUM_2,"Fransen, Margo A. E.",1995,"A grammar of Limbum, a Grassfields Bantu language spoken in the North-West Province of Cameroon. Amsterdam: Free University of Amsterdam.",SW/GS
LIMBURGISH,,,http://www.lowlands-l.net/swadesh.htm,AM
LIMILNGAN,"Harvey, Mark",2001,A grammar of Limilngan. Canberra: Pacific Linguistics.,RM
LIMONESE_CREOLE,"Hertzfeld, Anita and Franklin Perry",2015,"Jamaican Creole English (Dialect Limonese Creole) dictionary. In: Key, Mary Ritchie and Comrie, Bernard (eds.), The Intercontinental Dictionary Series. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://ids.clld.org/contributions/218.)",AM
LIMOS_KALINGA,,,http://language.psy.auckland.ac.nz/austronesian/language.php?id=672 (accessed 23/09/2010),SS
LINCHENG_LINGAO,,,"http://language.psy.auckland.ac.nz/austronesian/language.php?id=724 (accessed Jan 16, 2011)",SS
LINDA,"Boyeldieu, Pascal and France Cloarec-Heiss",1986,"Dialectometrie lexicale dans le domaine oubangien. In Guarisma, Gladys and Wilhelm J. G. Möhlig (eds.), La méthode dialectometrique appliquée aux languages africaines, 331-393. Berlin: Dietrich Reimer Verlag.",SW/VV
LINDA_2,"Cloarec-Heiss, France",1996,Lexique banda linda. Paris.,SW/GS
LINDA_3,"Moñino, Yves (ed.)",1988,Lexique comparatif des langues oubanguiennes. Paris: Librairie Orientaliste Paul Geuthner pour la Laboratoire de Langues et Civilisations à Tradition Orale (LACITO)/Département Languages et Parole en Afrique Central (LAPAC).,SW/GS
LINDA_4,"Cloarec-Heiss, France",1997,Lexique linda. RefLex.,SW/GS
LINGALA,,,Wiktionary,AM
LINGALA_2,"Gardner, William L.",2006,Language use in the Epena district of Northern Congo. SIL Electronic Survey Reports. SIL International.,SS
LINGARAK,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, Australian National University.",AM
LINGOMBE,"Mangulu, Motingea",1996,Etude comparative des langues ngiri de l'entre Ubangi-Zaire. Leiden: Research School CNWS.,AKW
LINGUA_FRANCA,"Schuchardt, Hugo.",1909,Die Lingua Franca. Zeitschrift für Romanische Philologie 33. 441-461,TVV
LINNGITHIGH,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
LIO,,,http://language.psy.auckland.ac.nz/austronesian/about.php (accessed February 2008),AM/MD
LIOUESSO_BOMITABA,"Gardner, William L.",2006,Language use in the Epena district of Northern Congo. SIL Electronic Survey Reports. SIL International.,SS
LIPAN,"Hoijer, Harry",1956,The chronology of the Athapaskan languages. International Journal of American Linguistics 22. 219-232.,OB
LISELA,Hersri,1982,A language from Buru: Wayapo-Indonesian wordlist. Indonesia 23. 131-154.,JB
LISH,"Blench, Roger and Mark Post",2011,(De)classifying Arunachal languages: Reconsidering the evidence. Ms.,JB
LISHAN_DIDAN,"Bennett, Patrick R.",1998,"Comparative Semitic linguistics: A manual. Winona Lake, Indiana: Eisenbrauns.",AM
LISHANA_DENI,"Fassberg, Steven Ellis.",2010,The Jewish neo-Aramaic dialect of Challa (Studies in Semitic Languages and Linguistics 54). Leiden: E. J. Brill.,TVV
LISU,"Peiros, Ilia",1998,Comparative Linguistics in Southeast Asia. Pacific Linguistics C-142. Canberra: Australian National University.,CB
LISU_2,"Bradley, David",1994,A dictionary of the Northern Dialect of Lisu (China and Southeast Asia). Pacific Linguistics C-126. Canberra: Pacific Linguistics.,SS
LITHUANIAN,"Baravykas, Vaclovas, A. Laucka, and A. Dantaite",1967,Anglu-Lietuviu kalbu zodynas: Apie 30.000 zodziu ir posakiu. JAV.,CB
LITHUANIAN_2,"Križinauskas, Juozas",2008,"Vokie?i?-Lietuvi?, lietuvi?-vokie?i? kalb? žodynas. Vilnius: Leidykla TEV.; http://northeuralex.org/languages/lit (accessed 2020-01-27).",SW
LITHUANIAN_ROMANI,"Matras, Yaron et al.",2002,Romlex. A comprehensive Romani lexicon. http://romani.uni-graz.at/romlex/lex.xml accessed 9 January 2008.,VV
LITZLITZ,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, Australian National University.",AM
LIUWA,"Lisimba, Mukumbuta",1982,A Luyana dialectology. Madison University: Dissertation. Published 2005. Ann Arbor: UMI.,AKW
LIUXIANG_BUNU,Mao Zongwu (???) and Li Yunbing (???),2001,????? (Survey of the Jiongnai language). Beijing: Zhongyang Minzu Daxue Chubanshe (?????????).,AM
LIVE,"Sivers, Fanny de",2001,Parlons Live. Paris: L'Harmattan.,AKW
LIVONIAN,"Viitso, Tiit-Rein and Valts Ernštreits",2012-2013,"L?võk?el-?stik?el-le?k?el sõn?r?ntõz = Livonian-Estonian-Latvian Dictionary. Tartu / R?ga: Tartu Ülikool, Latviešu valodas a?ent?ra. (http://www.murre.ut.ee/liivi).; Šuvc?ne, Valda and Ieva Ernštreite. 2005. Latviešu-L?biešu-Ang?u sarunv?rdn?ca. Al?ksne: Eraksti. (Available at http://www.eraksti.lv/bezmaksas/nodalas/libiski.html).; http://northeuralex.org/languages/liv (accessed 2020-01-27).",SW
LOBALA,"Gardner, William L.",2006,Language use in the Epena district of Northern Congo. SIL Electronic Survey Reports. SIL International.,SS
LOBALA_LILOKA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=de&cl=de (accessed March 2008),AKW
LOBI,"Maïmouna Le Men, Fané",2007,Parlons Lobiri. Paris: L'Harmattan.,MSD
LODA,The Rosetta Project,n.d.,[Data supplied by Timothy Usher.],SW
LODHI,"Dasgupta, Dipankar.",1978,"The Lodha Dialect of Midnapur. Linguistic Studies in Juang, Kharia Thar, Lodha Mal-Pahariya, Ghatoali Pahariya, 151-176. Calcutta: Anthropological Survey of India, Government of India.",TVV
LOGBA,"Dorvlo, Kofi",2008,A Grammar of Logba (Ikpana). Leiden: Leiden University.,SW/GS
LOGO,"Tucker, A. N.",1967,The Eastern Sudanic languages I. London: International African Institute.,VV
LOGO_10,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_2,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_3,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_4,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_5,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_6,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_7,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_8,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGO_9,"Boone, Douglas W. and Richard L. Watson (eds.)",1992,"Moru-Ma’di survey report. Nairobi: Sudan Branch, Summer Institute of Linguistics (SIL).",SW/GS
LOGOL,"Schadeberg, Thilo C.",1981,A survey of Kordofanian I: The Heiban group. Hamburg: Helmut Burske Verlag.,VV
LOGOLI,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LOGOOLI,"Mould, Martin Joel.",1976,"Comparative grammar reconstruction and language subclassification: the North Victorian Bantu languages. Berkeley: University of California, Los Angeles Ph.D. dissertation.",TVV
LOGOOLI_2,"Odden, David",2018,Logoori wordlist. Paris: RefLex.,SW/GS
LOGOOLI_3,"Nurse, Derek and Gérard Philippson",1975/99,The Tanzanian Language Survey. http://www.cbold.ish-lyon.cnrs.fr/.,SW/GS
LOGORIK,"Thelwall, Robin E. W.",1981,"The Daju language group. Systematic phonetics, lexicostatistics and lexical reconstruction. Ph.D. dissertation, School of Humanities of the New University of Ulster.",ZM
LOHIKI,"Lloyd, Richard G.",1973,"The Angan language family. In: Franklin, K. (ed.), The linguistic situation in the Gulf District and adjacent areas, Papua New Guinea. Pacific Linguistics Series C - N. 26, pp. 31-110. Canberra: Department of Linguistics, Research School of Pacific Studies, The Australian National University.",SW
LOHORUNG,"Hodgson, Brian Houghton",1857,Comparative vocabulary of the several languages (dialects) of the celebrated people called Kirantis. Journal of the Asiatic Society of Bengal 26. 333-371.,JB
LOJBAN,,,English-Lojban dictionary.,AM
LOKAA,"Blench, Roger M.",2014,The Upper Cross languages: a comparative study. Manuscript in preparation.,MSD
LOKAA_2,"Dimmendaal, Gerrit Jan",1978,"The consonants of proto-Upper Cross and their implications for the classification of the Upper Cross languages. Department of African Languages, State University of Leiden.",SW/GS
LOKAI,"Tucker, A. N.",1967,The Eastern Sudanic languages I. London: International African Institute.,VV
LOKELE_ISANGI,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LOKELE_YALEMBA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LOKELE_YAWEMBE,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LOKELE_YEPOLOMA,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LOKO,"Kastenholz, Raimund",1996,Sprachgeschichte im West-Mande. Köln: Rüdiger Köppe Verlag.,AM
LOKO_2,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
LOKONO,"Goeje, Claudius Henricus de",1928,The Arawak Language of Guiana. Amsterdam: Uitgave Van De Koninklijke Akademie. Van Wetenschappen Te Amsterdam.,CB
LOKOYA,"Vossen, Rainer",1982,The Eastern Nilotes. Linguistic and historical reconstructions. Berlin: Dietrich Reimer Verlag.,VV
LOLO,"Reiman, Duane.",2002,Findings from the sociolinguistic survey of the Lolo people. SIL Electronic Survey Reports 2002-001. 1-44.,TVV
LOLODA,"Hueting, Anton",1908,"Iets over de ""Ternataansch-Halmahèrasche"" taalgroep. Bijdragen tot de Taal-, Land- en Volkenkunde van Nederlandsch-Indià« 60. 370-411.",JB
LOLOPO,"Lama, Ziwo Qiu-Fuyuan",2012,"Subgrouping Of Nisoic (Yi) languages: A study from the perspectives of shared innovation and phylogenetic estimation. Ph.D. dissertation, University of Texas at Arlington.",MSD
LOM,"Smedal, Olaf H.",1987,Lom-Indonesian-English & English-Lom Wordlists. Jakarta: Universitas Katolik Indonesia Atma Jaya.,AKW
LOMA,"Koelle, Sigismund Wilhelm",1963 [1854],"Polyglotta africana, or a comparative vocabulary of nearly three hundred words and phrases in more than one hundred distinct African languages. London: Church Missionary House.",SW/GS
LOMA_LIBERIA,"Vydrin, Valentin",2009,On the problem of the Proto-Mande homeland. Journal of Language Relationship 1. 107-142.,DE
LOMAUMBI_BABATANA,,,"http://language.psy.auckland.ac.nz/austronesian/language.php?id=552 accessed Feb 22, 2010",SS
LOMAVREN,"Patkanoff, Kerope P.","1907, 1908-1909, 1908-1909","Some words on the dialects of the Transcaucasian Gypsies -- Bos?a? and Karac?i. Journal of the Gypsy Lore Society: New Series 1, 2, 2. 229-257, 246-266, 325-384.",TVV
LOMBARD_BERGAMO,GLD,2015,"Garlini, Bruno – Lombard Bergamo Questionnaire.",DA
LOMBARD_PLESIO,GLD,2015,"Selva, Franco – Lombard Plesio Questionnaire.",DA
LOMBI,"Stuhlmann, Franz",1916-1917,Wortlisten zentralafrikanscher Stämme. Zeitschrift für Kolonialsprachen 7. 257-308.,JB
LOMBO,"Carrington, John F.",1977,Esquisse morphologique de la langue likile (Haut-Zaïre). Africana linguistica VII. Tervuren.,SW/GS
LOMONGO,"Hulstaert, G.",1952,"Dictionnaire Francais-Lomongo. Tervuren, Belgium: Commission de Linguistique Africaine.",AKW
LOMWE,,,http://www.africamuseum.be/research/human-sciences/linguistics/lexico-1?set_language=deandcl=de (accessed March 2008),AKW
LONG_ANAP_KENYAH,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
LONG_TERAWAN_BERAWAN,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
LONGAN_CENTRAL_HONGSHUIHE_ZHUANG,,,"http://language.psy.auckland.ac.nz/austronesian/language.php?id=841 (accessed May 5, 2012)",SS
LONGGU,,,http://language.psy.auckland.ac.nz/austronesian/language.php?id=561 (accessed 09-20-09),SW
LONGHUA_BUNU,Deng Xiaohua (???) and Wang Shiyuan (???),2009,??????????? (Classification of the languages and dialects of China). Beijing: Zhonghua Shuju (????).,AM
LONGHUA_BUNU_2,Mao Zongwu (???) and Li Yunbing (???),2001,????? (Survey of the Jiongnai language). Beijing: Zhongyang Minzu Daxue Chubanshe (?????????).,AM
LONGMEN_BAI,"Allen, Brian",2007,Bai Dialect Survey. SIL Electronic Suvey Reports. SIL International.,JML
LONGTO,"Griaule, Marcel",1941,"Vocabulaires Papé, Woko, Koutinn, Namtchi et Séwé du Cameroun Septentrional.  Journal de la Société des Africanistes 11. 169-185.",JB
LONGUDA,"Newman, John and Bonnie",1977,Longuda phonology. Dallas: Summer Institute of Linguistics.,AKW
LONGUDA_2,"Jungraithmayr, Herrmann",1968/69,"Class languages of Tangale-Waja District (Bauchi Province, northern Nigeria). Afrika und Übersee.",SW/GS
LONGZHOU_ZHUANG,"Peiros, Ilya",2015,"Zhuang-Longzhou dictionary. In: Key, Mary Ritchie and Comrie, Bernard (eds.), The Intercontinental Dictionary Series. Leipzig: Max Planck Institute for Evolutionary Anthropology. (Available online at http://ids.clld.org/contributions/414.)",AM
LONIU,,,[http://language.psy.auckland.ac.nz/austronesian/ (accessed September 2007).],AM
LONTOMBA,"Gilliard, L.",1928,Grammaire synthétique de Lontomba. Brusseles/Elisabethville: L'Essorial.,AKW
LONWOLWOL,"Tryon, Darrell T.",1979,"New Hebrides Languages: An Internal Classification. Canberra: Research School of Pacific Studies, Australian National University.",AM
LOO,"Kleinewillinghöfer, Ulrich.",1996,"Die nordwestlichen Adamawa-Sprachen - Eine Übersicht. In Uwe Seibert (ed.), Afrikanische Sprachen zwischen Gestern und Morgen (Frankfurter Afrikanistische Blätter 8), 80-103. Köln: Rüdiger Köppe.",TVV
LOO_2,"Othaniel, Nlabephee Kefas",2017,A phonological comparative study of the Jen language cluster. Jos: Theological College of Northern Nigeria MA thesis.,MSD
LOPA,"Blench, Roger",2006,"The Lopa language of Northwestern Nigeria and its affinities. pdf MS fr June 2, 2006.",VV
